priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,smoking,outdoorSeating,caters,goodForGroups,goodForKids
$$,none,,,Yes,street,,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,Yes
$$,none,,,,lot,,,,,,
$$,full_bar,quiet,dressy,No,,Yes,yes,No,,Yes,
$$,none,,,,lot,,,Yes,,,
$,full_bar,loud,casual,No,garage,No,yes,No,No,Yes,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$$$,none,,,,,,,,,,
$$$,full_bar,average,dressy,No,valet,Yes,no,No,No,Yes,
$,beer_and_wine,quiet,casual,Yes,,Yes,,Yes,No,No,
$,none,loud,,,,,,,,,
$$$,full_bar,average,dressy,No,valet,Yes,,No,No,Yes,Yes
$$,full_bar,average,casual,No,street,No,,No,Yes,Yes,
$$,none,,casual,No,lot,Yes,,No,,Yes,
$$$,full_bar,,,,,,no,No,,Yes,
$$,full_bar,loud,casual,No,lot,,yes,No,No,Yes,
$$,none,quiet,casual,,,No,,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,,casual,No,,Yes,,Yes,Yes,Yes,
$$$,full_bar,quiet,casual,No,lot,Yes,,No,,Yes,No
$,none,,,,,,,,,,
$,none,average,casual,Yes,,Yes,,Yes,,No,
$$,none,,,,garage,,,No,,,
$$,none,,,,,,,,,,
$$,full_bar,,casual,Yes,,Yes,,,Yes,Yes,
$$$$,full_bar,average,casual,Yes,,No,,No,,Yes,
$$,none,,,,lot,,,,,,
$,full_bar,average,,,,,no,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$,none,average,casual,Yes,garage,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,,,,Yes,,Yes,
$$,full_bar,quiet,,,street,,no,No,,Yes,
$$,full_bar,average,,,garage,,yes,No,,Yes,
$,none,average,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,,No,,Yes,
$,none,average,casual,No,street,No,,No,No,Yes,
$,none,loud,casual,No,,No,,No,No,Yes,
$$,full_bar,average,dressy,No,valet,Yes,outdoor,Yes,,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$$$$,full_bar,average,dressy,No,garage,Yes,,No,No,Yes,No
$$,full_bar,average,,,,,outdoor,Yes,,Yes,
$$,full_bar,average,casual,No,lot,,,No,Yes,Yes,Yes
$$,none,average,casual,No,street,Yes,,No,No,Yes,
$,none,quiet,casual,No,,Yes,,No,No,Yes,
$$,none,quiet,casual,No,lot,Yes,,Yes,,Yes,
$$,none,,,,lot,,,,,,
$$,none,very_loud,casual,No,,No,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$,none,,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,loud,casual,No,,Yes,,Yes,,Yes,
$$$,none,,,,lot,No,,,,,
$$,full_bar,average,casual,No,street,Yes,,No,,Yes,
$,none,average,casual,No,street,No,,No,No,No,
$,none,,,,lot,,,,,,
$,none,,,,lot,,,,,,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,lot,Yes,,No,No,Yes,
$$,none,,casual,No,,Yes,,No,,Yes,
$$,none,,casual,No,lot,,,No,,Yes,
$$,full_bar,,casual,No,garage,No,,Yes,,Yes,
$,none,average,casual,No,garage,No,,No,No,Yes,
$$,none,average,casual,Yes,street,No,,No,,Yes,
$$,none,average,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,quiet,casual,Yes,lot,Yes,,Yes,,Yes,
$$,full_bar,very_loud,,,,Yes,,Yes,,Yes,
$$,none,average,casual,Yes,,Yes,,No,,Yes,
$,none,,,,lot,,,,,,
$,none,,casual,,,Yes,,,,No,
$$,full_bar,loud,casual,No,street,Yes,no,Yes,No,Yes,
$$,none,,,,street,,,,,,
$$$,full_bar,loud,casual,No,lot,No,,Yes,,Yes,
$,none,,,,,,,,,,
$$,none,average,casual,No,,No,,Yes,No,Yes,
$,none,quiet,casual,No,,No,,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,,No,No,Yes,
$,none,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,street,Yes,outdoor,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,,Yes,Yes
$,none,average,casual,No,,No,,Yes,No,No,
$,none,,,,street,,,,,No,
$,none,average,casual,No,street,No,,No,Yes,No,
$,none,,,,lot,Yes,,,,,
$$,beer_and_wine,loud,casual,No,lot,Yes,no,No,Yes,Yes,Yes
$,none,quiet,casual,No,,Yes,,No,,No,
$$,none,,,,lot,,,,,,
$$,none,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,full_bar,quiet,casual,No,,Yes,outdoor,Yes,Yes,Yes,
$,none,,,,street,,,No,,,
$,none,,,,lot,,,,,,
$$$,full_bar,quiet,dressy,No,lot,Yes,,Yes,No,Yes,
$$,full_bar,,,,,Yes,outdoor,No,,Yes,
$$,full_bar,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$$,none,,casual,,,No,,No,,,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$$,none,,,,,,,,,,
$,full_bar,average,casual,No,street,,,No,No,Yes,
$,none,,casual,No,,,,No,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,,Yes,Yes,Yes,
$,none,,,,lot,Yes,,,,,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,No,Yes,Yes
$,none,average,casual,No,,No,,Yes,Yes,Yes,
$,full_bar,average,casual,No,valet,Yes,,No,No,Yes,
$$,none,,,,,,,,,,
$,full_bar,,casual,No,lot,,,Yes,,Yes,
$,none,,,Yes,,,,,,No,
$,none,,,,,,,,,,
$,none,,,,lot,,,Yes,,,
$$$,none,very_loud,casual,No,,,,No,,Yes,
$,none,quiet,casual,No,lot,No,,Yes,,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,Yes,,No,,No,Yes,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,none,,,,lot,,,,,,
$$$$,full_bar,average,dressy,No,valet,No,,No,No,Yes,
$$,full_bar,,casual,Yes,,Yes,,Yes,,Yes,
$,full_bar,quiet,casual,No,lot,,,No,,Yes,
$,none,,,,lot,,,Yes,,,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,No,lot,Yes,,No,Yes,Yes,Yes
$$,full_bar,average,casual,Yes,lot,,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,,Yes,,No,,No,
$,none,loud,casual,Yes,,No,,Yes,Yes,Yes,
$,none,average,casual,No,,Yes,,Yes,Yes,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,,,,lot,,outdoor,No,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,Yes,no,No,Yes,Yes,
$,none,loud,casual,No,lot,Yes,,No,No,No,
$$,full_bar,average,casual,No,garage,,,Yes,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,lot,Yes,,No,,Yes,
$,full_bar,average,,,lot,Yes,yes,No,,Yes,
$,none,average,casual,,,Yes,,No,,,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,,Yes,,Yes,Yes,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,No,,No,,No,No,No,
$,none,quiet,casual,No,lot,No,,No,No,Yes,Yes
$$,beer_and_wine,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,average,casual,Yes,,Yes,,No,,Yes,
$$$,full_bar,average,,,,,,Yes,,Yes,
$$,full_bar,loud,casual,No,valet,Yes,,No,No,Yes,
$,none,,,Yes,lot,,,,,,
$,beer_and_wine,average,casual,No,lot,No,,Yes,No,Yes,Yes
$$,none,,casual,No,,,,Yes,,No,
$$,full_bar,quiet,casual,No,,,,No,No,No,
$,none,average,casual,No,,No,,No,Yes,Yes,
$$,full_bar,,dressy,,,No,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,,,,,no,Yes,,Yes,
$,none,average,casual,No,lot,Yes,,No,,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$,full_bar,average,casual,No,lot,No,,Yes,Yes,Yes,Yes
$$$,none,,casual,No,,,,No,,No,
$,beer_and_wine,quiet,casual,No,lot,No,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,Yes,Yes,
$,none,quiet,casual,No,,Yes,,No,No,No,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,No,Yes,
$$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,No,,No,No,No,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,,,,street,,,,,,
$$,full_bar,loud,casual,No,lot,Yes,,Yes,Yes,Yes,
$$$,full_bar,quiet,casual,No,valet,Yes,,Yes,,Yes,
$$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,none,average,casual,Yes,,No,,No,Yes,No,
$,none,,casual,No,,No,,No,,No,
$$$$,none,,casual,No,lot,,,,,Yes,
$$,full_bar,average,,,,Yes,no,No,,Yes,
$$,none,,,,,,,Yes,,Yes,
$$,none,,,,,,,,,,
$$,none,average,casual,No,garage,Yes,,No,No,Yes,
$,none,average,casual,No,lot,No,,Yes,,Yes,
$,none,,,No,lot,Yes,,,,,
$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$$,full_bar,loud,casual,No,garage,No,,No,Yes,Yes,No
$$,full_bar,average,casual,No,lot,No,no,Yes,,Yes,
$$,none,,,,lot,,,,,,
$,beer_and_wine,,casual,No,,Yes,,Yes,,Yes,
$$,none,,casual,No,,,,,No,Yes,
$,none,quiet,casual,No,lot,Yes,,Yes,No,Yes,
$,none,average,casual,No,,Yes,,Yes,,Yes,
$,none,average,casual,No,,,,,,Yes,
$,none,average,casual,No,lot,No,,No,,Yes,
$$,none,,casual,,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,No,Yes,Yes
$$,full_bar,average,casual,Yes,lot,No,,Yes,Yes,Yes,Yes
$$$$,none,loud,casual,No,,,,No,No,Yes,
$,none,quiet,casual,No,,,,No,No,No,
$$,none,average,casual,Yes,lot,No,,Yes,Yes,Yes,
$$,full_bar,loud,casual,Yes,lot,No,,No,No,Yes,
$$,beer_and_wine,,,No,street,,outdoor,Yes,,Yes,
$$,full_bar,average,casual,No,,No,,No,,Yes,
$$$,full_bar,average,dressy,No,,Yes,,No,,Yes,
$$,full_bar,loud,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$,full_bar,quiet,formal,Yes,,Yes,,Yes,Yes,Yes,
$,full_bar,loud,,,lot,Yes,yes,No,,Yes,
$$,none,average,casual,No,lot,Yes,,Yes,No,Yes,Yes
$,none,average,casual,No,,,,Yes,,Yes,
$$,none,loud,casual,Yes,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,,,,,,,,,,
$,none,average,casual,Yes,,No,,No,No,No,
$,none,loud,casual,Yes,street,No,,No,No,Yes,
$,none,quiet,casual,Yes,,,,No,,Yes,
$$,full_bar,average,dressy,No,valet,Yes,no,No,No,Yes,
$,none,,,,,,,,,,
$$,full_bar,,casual,No,lot,Yes,,Yes,,Yes,
$,none,average,casual,No,,Yes,,No,No,No,
$$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,,No,No,Yes,Yes
$,none,quiet,casual,No,,No,,Yes,Yes,Yes,
$,none,,casual,No,,,,,,Yes,
$$,full_bar,quiet,casual,No,lot,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,No,Yes,No,
$$,none,quiet,casual,No,,No,,No,,Yes,
$$,none,average,casual,No,street,Yes,,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,full_bar,quiet,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,,,,No,,Yes,
$$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,garage,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,lot,No,,Yes,,Yes,Yes
$,none,,casual,No,,Yes,,No,No,Yes,
$$,full_bar,very_loud,casual,No,,,,No,No,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,beer_and_wine,very_loud,casual,No,lot,Yes,,Yes,Yes,Yes,
$,beer_and_wine,average,casual,No,,Yes,,No,,Yes,
$,none,,casual,No,,,,No,,Yes,
$,beer_and_wine,very_loud,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,quiet,casual,No,,No,,No,,Yes,
$,none,average,casual,No,street,Yes,,No,Yes,Yes,
$,none,,,,lot,Yes,,,,,
$,beer_and_wine,average,casual,No,lot,Yes,,No,,Yes,
$,none,,,,lot,,,,,,
$$,full_bar,average,casual,No,,No,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,No,Yes,
$,none,,,,lot,,,No,,,
$,none,,casual,No,lot,Yes,,No,No,Yes,
$,none,loud,casual,Yes,street,Yes,,No,Yes,No,
$,none,,casual,No,,,,No,,Yes,
$$,none,,,,lot,Yes,,,,,
$$,none,,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$$$,full_bar,average,dressy,No,street,Yes,,No,No,No,
$,none,,casual,,,Yes,,No,,Yes,
$,full_bar,average,casual,No,lot,No,,No,No,Yes,
$$,none,,,,,,,Yes,,,
$$,none,average,casual,No,,,,Yes,Yes,Yes,
$$,full_bar,quiet,casual,Yes,lot,No,,No,Yes,Yes,
$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,garage,Yes,,Yes,No,Yes,
$,none,,casual,No,,Yes,,Yes,No,Yes,
$$,beer_and_wine,average,casual,No,garage,No,,No,No,Yes,
$$,none,quiet,casual,No,lot,Yes,,No,,Yes,
$,none,,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,,Yes,
$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,No,,No,Yes,Yes,Yes
$$,full_bar,average,casual,No,garage,Yes,outdoor,Yes,No,Yes,No
$$,full_bar,very_loud,casual,No,,Yes,,Yes,No,Yes,
$,none,,,,lot,,,No,,,
$$,none,,,,lot,Yes,,,,,
$$,none,,,,lot,,,,,,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$$$,full_bar,loud,casual,No,,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,No,street,No,,No,Yes,Yes,
$$,none,average,casual,No,,,,No,,Yes,
$,full_bar,average,casual,No,lot,Yes,,No,No,Yes,
$,none,,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,very_loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,full_bar,quiet,casual,No,,Yes,yes,No,,Yes,
$$$,none,,,,,,,,,,
$,full_bar,very_loud,casual,No,lot,No,outdoor,Yes,No,Yes,
$$,none,,,,,,,,,,
$,none,,casual,No,,Yes,,No,,Yes,
$$,full_bar,average,casual,Yes,lot,No,,No,Yes,Yes,Yes
$,none,,,,,,,,,,
$,full_bar,average,casual,No,,No,,No,,Yes,
$,none,,casual,No,,No,,No,,Yes,
$,none,,casual,No,,,,Yes,,Yes,
$$$,full_bar,quiet,,,,No,yes,No,,Yes,
$,none,,,,,,,,,,
$,none,,,,lot,,,Yes,,,
$,none,average,casual,No,lot,No,,Yes,,No,
$,none,average,casual,No,street,No,,No,No,Yes,
$$$$,full_bar,average,dressy,No,valet,Yes,,No,,Yes,
$,none,average,casual,No,,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,,Yes,Yes
$,none,,casual,No,,No,,Yes,,Yes,
$$$,full_bar,,dressy,No,garage,Yes,no,Yes,,Yes,No
$$,none,average,casual,No,,No,,No,No,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$$,none,,,,lot,,,,,,
$$,full_bar,loud,,,street,,no,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,no,Yes,No,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,No,,No,,Yes,
$,none,,,,lot,Yes,,,,,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$$,none,,,,lot,,,Yes,,,
$,none,loud,casual,No,street,No,,No,No,No,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,street,Yes,,Yes,No,Yes,
$$,none,,,,,,,,,,
$$,full_bar,average,casual,No,lot,Yes,no,No,No,Yes,
$,none,,,,street,,,,,,
$$$,full_bar,average,casual,No,,Yes,,No,Yes,No,
$$,none,quiet,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,none,quiet,casual,No,,Yes,,No,No,No,
$,none,,,,lot,Yes,,Yes,,,
$,none,quiet,casual,No,lot,No,,No,Yes,Yes,
$,none,average,,No,,No,,Yes,,Yes,
$,beer_and_wine,loud,casual,No,,No,,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,,No,No,Yes,
$,none,average,casual,Yes,lot,No,,No,Yes,Yes,
$,none,quiet,casual,No,,No,,Yes,No,Yes,
$,none,quiet,casual,No,lot,No,,No,No,Yes,
$$,full_bar,very_loud,casual,Yes,lot,Yes,,No,Yes,Yes,Yes
$$,none,,,,street,,,,,,
$$,none,average,casual,No,street,No,,Yes,Yes,No,
$$,none,,,,,,,,,,
$,none,quiet,casual,No,lot,Yes,,No,Yes,Yes,
$$,none,average,casual,Yes,,No,,No,,Yes,
$,beer_and_wine,average,casual,No,street,Yes,,Yes,No,Yes,
$,none,quiet,casual,No,,No,,Yes,,No,
$,none,,,,lot,,,,Yes,,
$$,none,average,casual,No,street,No,,No,No,Yes,
$$,full_bar,,casual,No,,No,,,,,
$$$,none,,dressy,,,Yes,,,,,
$,full_bar,,casual,No,lot,No,outdoor,Yes,,Yes,
$$,full_bar,,casual,,,,,Yes,,Yes,
$,none,quiet,casual,Yes,lot,,,Yes,Yes,Yes,Yes
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,none,quiet,casual,No,,Yes,,No,,Yes,
$$,beer_and_wine,average,casual,No,garage,Yes,,Yes,Yes,Yes,Yes
$,none,,casual,No,,No,,No,,Yes,
$,none,average,casual,No,,Yes,,No,No,Yes,
$,none,average,casual,Yes,,,,No,Yes,No,
$$,none,quiet,casual,Yes,street,Yes,,No,,Yes,
$,none,,,No,street,,,,,,
$$,full_bar,average,casual,No,lot,Yes,no,Yes,No,Yes,
$$,full_bar,,casual,No,garage,,,Yes,,Yes,No
$$,none,quiet,casual,No,lot,Yes,,No,No,Yes,
$$,none,quiet,casual,Yes,street,No,,Yes,Yes,Yes,
$$,full_bar,loud,casual,No,lot,Yes,outdoor,No,Yes,Yes,Yes
$,full_bar,average,casual,No,lot,Yes,yes,No,,Yes,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,,casual,,,Yes,,Yes,,Yes,
$$,none,average,casual,No,street,Yes,,Yes,No,Yes,
$$,none,,,,lot,,,,,,
$,none,,,,street,,,,,,
$,none,,,,lot,,,,,,
$$$$,none,quiet,dressy,No,,Yes,,,,No,
$$$,full_bar,average,dressy,No,street,Yes,,No,,Yes,
$$,none,,casual,Yes,,Yes,,No,,Yes,
$,full_bar,average,casual,No,street,Yes,,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,,No,Yes,Yes,
$,none,average,casual,Yes,,,,Yes,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,,,,,No,,,,,
$,full_bar,quiet,casual,Yes,lot,Yes,,No,,Yes,
$,none,,casual,Yes,,Yes,,No,,No,
$,none,,,,lot,,,,,,
$,none,average,casual,No,,Yes,,Yes,No,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,No,,No,No,Yes,
$,none,average,casual,No,,Yes,,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,No,,Yes,No,Yes,
$$,none,,,,street,Yes,,Yes,,,
$,none,quiet,casual,No,lot,No,,Yes,,Yes,
$$$,full_bar,average,casual,No,street,No,,Yes,No,Yes,
$,beer_and_wine,average,casual,No,lot,No,,Yes,Yes,Yes,
$$,none,average,casual,No,street,Yes,,Yes,No,Yes,
$,none,average,casual,No,lot,No,,No,No,Yes,
$,none,quiet,casual,No,,Yes,,No,No,Yes,
$$,full_bar,average,,,street,,no,No,,Yes,
$,none,,,,,,,,,,
$$,full_bar,quiet,casual,Yes,street,Yes,,No,,Yes,Yes
$$,full_bar,average,casual,No,street,Yes,,Yes,,Yes,Yes
$,none,,,,,,,,,No,
$$,none,average,casual,No,lot,No,,No,No,Yes,
$,full_bar,,casual,No,,Yes,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,outdoor,Yes,,Yes,
$$,none,,,,,,,,,,
$,beer_and_wine,quiet,casual,No,lot,Yes,,No,No,Yes,
$,none,,,,lot,,,,,,
$$,none,average,casual,Yes,lot,No,,Yes,Yes,No,
$$,full_bar,average,casual,No,valet,,,Yes,,Yes,
$,beer_and_wine,quiet,casual,No,lot,Yes,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,No
$$,beer_and_wine,average,casual,No,lot,,,Yes,Yes,Yes,No
$,none,average,casual,No,,Yes,,Yes,No,No,
$,none,,casual,Yes,,No,,No,No,Yes,
$,none,,casual,Yes,,,,No,,Yes,
$,none,average,casual,No,street,Yes,,No,No,Yes,
$,full_bar,average,casual,Yes,street,Yes,,No,Yes,Yes,
$,none,,,,lot,Yes,,,,,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,No,,No,No,Yes,
$$,none,average,casual,No,street,No,,No,Yes,Yes,
$,none,average,,,lot,No,outdoor,Yes,,Yes,
$$,full_bar,loud,casual,No,lot,Yes,outdoor,Yes,No,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,Yes,No,Yes,
$,none,quiet,casual,No,,No,,No,No,Yes,
$$,beer_and_wine,,,,street,,,,,,
$,none,loud,casual,No,,No,,,No,Yes,
$$,full_bar,loud,casual,Yes,,No,,No,,Yes,Yes
$,none,,casual,No,,,,No,,Yes,
$$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$,none,,casual,No,,,,No,,Yes,
$,full_bar,very_loud,,,garage,,yes,No,,Yes,
$$,full_bar,very_loud,casual,No,garage,No,,No,Yes,Yes,
$$,none,average,casual,No,street,No,,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,lot,No,,Yes,No,Yes,
$$,none,,,,street,,,,,,
$,full_bar,average,casual,No,,No,,Yes,No,Yes,
$$,full_bar,average,casual,No,street,No,,Yes,,Yes,
$,none,average,casual,No,lot,No,,No,,Yes,
$,full_bar,quiet,casual,Yes,lot,No,,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$,none,,,,lot,Yes,,,,,
$$$$,full_bar,loud,dressy,No,valet,Yes,outdoor,No,,Yes,
$,none,quiet,casual,Yes,,Yes,,No,Yes,Yes,
$,none,,casual,No,,,,No,,Yes,
$,none,average,casual,Yes,lot,Yes,,No,Yes,Yes,
$$,full_bar,,,,,No,yes,No,,No,
$$,none,,,,,,,Yes,,,
$$$,full_bar,average,,,street,Yes,yes,Yes,,Yes,
$,none,average,casual,No,,No,,Yes,Yes,No,
$$,none,,,,lot,Yes,,,,,
$,none,,casual,No,lot,No,,No,,Yes,
$,none,average,casual,No,,No,,No,No,Yes,
$$$,full_bar,quiet,casual,No,lot,No,,Yes,No,Yes,
$,none,quiet,casual,No,,Yes,,No,No,No,
$,none,,,,street,,,Yes,,,
$$$,full_bar,quiet,dressy,No,lot,Yes,,No,,Yes,
$,none,quiet,casual,No,,Yes,,No,,Yes,
$,none,,,,,,,,,,
$$,full_bar,,,,,Yes,,Yes,,Yes,
$$,none,,,,lot,Yes,,,,,
$,none,average,casual,No,,Yes,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,,Yes,,No,No,Yes,
$,none,quiet,casual,Yes,,Yes,,No,,Yes,
$,none,average,casual,No,lot,Yes,,Yes,Yes,No,
$,none,,,,street,,,,,,
$$,full_bar,average,casual,No,lot,Yes,,No,Yes,Yes,
$,full_bar,quiet,casual,Yes,street,Yes,,No,No,Yes,
$$,full_bar,average,casual,No,lot,Yes,,Yes,Yes,Yes,
$$,none,,,,street,No,,,,,
$$$,none,very_loud,dressy,No,,,,No,,Yes,
$$,none,average,casual,No,street,No,,No,No,Yes,
$,full_bar,average,,No,lot,No,no,No,No,Yes,
$$,full_bar,loud,,,lot,No,outdoor,Yes,,Yes,
$$,none,average,casual,No,,Yes,,No,,Yes,
$,none,average,casual,No,lot,,,Yes,Yes,Yes,
$,none,quiet,casual,Yes,,Yes,,No,No,Yes,
$,none,quiet,casual,Yes,street,Yes,,Yes,Yes,Yes,
$,none,quiet,casual,No,lot,No,,No,,Yes,
$$,none,quiet,casual,No,,,,No,,Yes,
$$,none,,,,lot,,,,,,
$,none,average,casual,No,lot,Yes,,No,No,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,,No,No,Yes,
$$,full_bar,,dressy,No,lot,Yes,,No,Yes,Yes,
$$,full_bar,quiet,casual,No,valet,No,,Yes,No,Yes,
$$,full_bar,average,dressy,No,,No,,Yes,,Yes,
$$,none,,casual,Yes,,,,,,,
$,none,average,casual,No,garage,No,,No,No,No,Yes
$$,full_bar,loud,casual,No,,Yes,,No,No,Yes,Yes
$$,none,,,,,,,,,,
$,full_bar,average,casual,No,lot,Yes,outdoor,No,No,Yes,
$,none,loud,casual,No,lot,Yes,,Yes,No,Yes,
$,none,,casual,No,,,,No,,Yes,
$$,none,,,,street,,,,,,
$,none,quiet,casual,Yes,lot,Yes,,Yes,Yes,Yes,
$,beer_and_wine,loud,casual,No,lot,No,,Yes,No,Yes,
$,full_bar,quiet,casual,No,lot,Yes,,Yes,,Yes,Yes
$,none,,,,,,,Yes,,,
$$,none,average,casual,No,street,No,,No,No,Yes,
$,full_bar,loud,casual,No,,Yes,yes,No,No,Yes,
$,beer_and_wine,average,casual,No,garage,Yes,,No,No,Yes,
